Restaurant,Address,Author_Name,Review,Anger,Fear,Joy,Sadness,Sentiment
Annalakshmi Janatha,"1 Club St, Singapore 069400",Sankaranarayanan,It's an Indian hotel serving buffet lunch. Unique they don't have a standard price. Eat as much as you can and pay as much as u can. Open with service mindset.,0.5022,0.3028,0.3237,0.3699,0.4439
Katanashi,"1 Club St, Singapore 069400",plasticman2k,"My favourite go to place for awesome food, great service and insane highballs. No fault here apart from the fact the group I'm with will always get wasted here.",0.5017,0.3639,0.4892,0.4364,0.5278
MARUKYU Japanese Dining,"1 Club St, Singapore 069400",Soo J,Terrible experience. I had a shokoto box for lunch. The two pieces of sashimi was grey so I requested to change. It stink so badly. I spitted it out. It was totally not fresh. Then they change one piece into a salmon as I already spitted the other out. They display big fish out in the counter on the ice not under glass door. Fish with belly half cut was proudly displayed in the narrow counter table where behind some used bowls lyinf around. The sashimi chef also touched the tab and passed to a waiter. Later I saw him moving around used dishbowls and touching aircon remote. I find this is extremley unhygenic and I feel like vomiting in the evening. I will never go back again. Please try hotel Japanese food it is more worth than 33 sgd lunch meal here.,0.5015,0.4088,0.4608,0.339,0.4994
GAIG RESTAURANT,"1 Club St, Singapore 069400",Bhavesh Shah,Overpriced. Way overpriced. The local staff are friendly and helpful with the eclectic menu. the 'Spanish manager' is frankly a disappointment and almost a reason not to go. She was almost on the edge of being rude. The dishes are interesting but mostly fail to be outstanding. A twist on the classics would be better than trying to reinvent them and fail. Wine menu is good.,0.5009,0.4228,0.3535,0.5064,0.4818
YinJi Singapore,"1 Club St, Singapore 069400",amanda mjx,"worst place i have ever eaten. this is a disgrace. $7 for beef roll ... with 3 pieces of thinly sliced beef and no taste? not to mention the pork roll as well. this place is highly not recommended unless you want to waste your money. our neighbourhood coffee shop's chee chong fan is so much nicer and worth the price. And also , we were eating halfway and there was 15 mins left before closing. the cashier just came and shouted that we all hd 15 mins left to eat before they close and we had to leave. worst customer service EVER lol",0.5006,0.3847,0.3689,0.4494,0.429
MeatSmith Telok Ayer,"1 Club St, Singapore 069400",Nurul Farhana,"Disappointing food. Heard great reviews of this place but proved otherwise. Ordered meat platter for 2 but so much misses on the food. Average service also. Despite having Chope vouchers, it was still pretty meh for the price paid",0.5006,0.361,0.3734,0.4199,0.5226
Bochinche Restaurant,"1 Club St, Singapore 069400",Teru Chan,You can really tell that the chefs put in effort in everything they do from the dishes that are served with perfection. I was seated at the kitchen so could really see the attention to details of the chefs.,0.4999,0.3749,0.4739,0.3497,0.5788
Manna Korean Restaurant,"1 Club St, Singapore 069400",sachith jayawarna,"It was okay. From my Korean friend, review was like not purely authentic. Yet not bad level. Cheap. Good service.",0.498,0.4292,0.3167,0.5466,0.4382
Beppu Menkan,"101-109 Telok Ayer St, Singapore 068574",Nic,"I been your patron for at least 10 yesrs or more. I used to go your tiongbahru branch. I would say standard drop alot. Soup is more diluted now compare to last time, the noodles definitely not same supplier from last time. Prawn became smaller compared to before. I ordered level 4, spiciness feel much lower than last time. No more booms factor. I hope you would go back to the old days and preferably back to tiong bahru plaza.",0.4968,0.4259,0.38,0.3846,0.4963
Tandoori Culture,"101-109 Telok Ayer St, Singapore 068574",Chathuranga Pathirana,Limited options. Quantity is really small. Staff needs to learn some manners. They were suggesting us to leave right after finish food.,0.4948,0.3551,0.2583,0.3929,0.4322
Raku Raku Japanese Dining Stanley,"101-109 Telok Ayer St, Singapore 068574",PICHI PICHI,"Restaurant and service were good. However, we ordered â€œShiokaraâ€ and â€œYakitori Moriawaseâ€ with Sho-chu. Shiokara taste was normal, but disappointed of Yakitori taste. It was not fresh enough, and one beef was tough, and tebasaki (Chicken wing) was uncooked . We can immediately realized Yakitori was warmed by microwave before they were served, not like cooking them after we ordered.",0.4943,0.3593,0.3614,0.4173,0.5268
SONS,"101-109 Telok Ayer St, Singapore 068574",Shao Wei Tan,"Very good Italian food. Didn't know what the Italian words on the menu meant though. The waitress tore the menu in front of us, which was a shock. I wonder why.",0.4936,0.4287,0.3727,0.4286,0.4278
Original Chew Kee Eating House,"101-109 Telok Ayer St, Singapore 068574",Eileen K,"Soy sauce chicken.. Preference is with noddles. You can order dumplings soup to go along, at a small additional cost. If you order a whole chicken, they will include in some free offal as extra order. Don't expect too much for their service though. They have only one person to take orders from all customers most of the time.. And that makes the ordering process a little slow. So, go there with an idea of what you wish to eat.",0.4933,0.3396,0.3878,0.3874,0.5098
Yakiniku-Oh GOEN,"101-109 Telok Ayer St, Singapore 068574",Judith Chen,"Food was good but the service staff were rude and unhelpful. Waitress missed half my order out and didn't bother to check when I asked her about it. Had to ask her 3 times before I found out that she never wrote down the second half of my order at all. I had waited for the rest of my food for nothing. Eventually she put it through but messed it up again when she added an EXTRA order of food that was never served but still ended up getting billed for. We had asked if split bills were possible when we were ordering and was informed that it was possible. When paying, we were told this was not possible by a different staff member. There was another discrepancy on the bill called ""dinner charge"" that was never explained until we asked the second time, only to be told that it was part of a person's food order. All in all it was extremely messy and left a bad taste in my mouth despite the good food, which is the only reason why this is getting 3 stars and not 2. Cozy place, great food, just poor effort on staff.",0.4925,0.4835,0.2811,0.4746,0.4442
The Coconut Club,"101-109 Telok Ayer St, Singapore 068574",Arnold Choo,Waited 20mins after ordering. Waitress forgotten about order. Chicken undercook...must be done in hurry. Average overall. Better nasi lemak elsewhere.,0.4922,0.3382,0.4276,0.4016,0.5415
Corner Bar L'Operetta,"101-109 Telok Ayer St, Singapore 068574",Andrew Kam,Have been to this place frequently before they renovated. But it seems something happened to the chef. Yesterday's spaghetti korubuta was horrible. It was as though they dropped the salt shaker into the dish while cooking. Sad to say but this was the worst in a place that I had come to expect better of in the past. And this wasn't just my dish but my friend's too.,0.4905,0.553,0.2307,0.5604,0.3711
My Awesome Cafe,"101-109 Telok Ayer St, Singapore 068574",Anna Turenko,"The food is fine, the staff is very friendly and helpful. Prices are a little too high for what you get - at least in my case. I had a seafood platter but it wasn't fresh fish, was a mix of pre-packaged products - the price is about 30 Euro. 10% service fee is charged; on top of that 7% tax is added.",0.4901,0.3725,0.3876,0.4076,0.5025
Gayatri Resturant,"101-109 Telok Ayer St, Singapore 068574",Sanjay Khandagale,"Despite my 3star rating, Actually its a good restaurant when it comes to authentic Indian cuisine taste in most of its dishes including, All types of dosas, Medu vada, Idali, Kothu Paratha, Meals, Different curries and naan, ric etc. The not so good I found were all kinds of tea and coffees, Chapati. Now the most important aspect why I gave it 3star and personally do not like this restaurant, is the attitude of its managers and staff, they can be very unfriendly at time and rough on answering or sometimes even don't bother to answer.",0.4883,0.3529,0.4309,0.4036,0.5473
IZY Fook,"101-109 Telok Ayer St, Singapore 068574",Siqiang Yang,"Food is good especially the char siew. They have missed out one of our orders until we enquired. It was a Monday and it wasn't completely packed. I don't understand how they can miss an order. It's expensive for local food. As agreed with my friends, there are better places with more affordable prices. Won't be back again. It's a good one time experience.",0.4881,0.371,0.4113,0.4444,0.474
Cheek Bistro,"101-109 Telok Ayer St, Singapore 068574",Jake Tan,Loved the food. The waiters are attentive and very knowledgeable. One star lesser because the seats to next table are really close to each other and our dining experience is affected by a couple making snide comments about our food every time it's served. What a bummer.,0.4869,0.3982,0.3841,0.4469,0.4771
Kabuke,"101-109 Telok Ayer St, Singapore 068574",Botak,"Although this restaurant serves great Japanese beef dishes, be prepared to get lost. When u find the address 200A Telok Ayer, all u see is a door and u won't be sure to go in or not. After climbing up a flight of stairs, u will be met with the 1st signage and 2 blue doors. Just give 1 of the doors a push and the restaurant is inside. If u climb another flight of steps, it will be an office of a non related business. So after the hardest part is achieved; for the more matured patrons, the premise is rather dim, so bring your long sighted glasses!Once seated.. the staff are friendly and the food is good. I heard that there is a great variety of sake which taste good too. Price is restaurant pricing. The wagyu beef I had was really tasty with the egg and sauce, priced at S$28 excl charges, reasonable for quality beef dish and being situated in CBD. Good place for a small group gathering and catchup.",0.4869,0.3573,0.4473,0.3225,0.5723
